synthetic_transaction_id,synthetic_user_id,timestamp,dataset_split,target_scenario_label,anomaly_score_raw,anomaly_score,transparent_baseline_score,baseline_signal_amount_deviation,baseline_signal_time_deviation,baseline_signal_rapid_repeat,baseline_signal_novelty,baseline_signal_history_limited,synthetic_label_evaluation_only,synthetic_label_notice
syn-transaction-000001,syn-user-0425,2024-01-01T00:07:54Z,train,normal,2.09673074,0.776967,0.3,0.0,0.0,0.0,1.0,1.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004385,syn-user-0178,2024-02-06T04:09:55Z,train,normal,0.76385451,0.259857,0.222687,0.075624,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004386,syn-user-0030,2024-02-06T04:13:31Z,train,synthetic_unusual_time,0.63750698,0.210838,0.408042,0.360139,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004387,syn-user-0364,2024-02-06T04:14:37Z,train,synthetic_unusual_time,0.57949314,0.188331,0.358909,0.529698,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004388,syn-user-0085,2024-02-06T04:16:18Z,train,normal,0.54530905,0.175068,0.420191,0.400636,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004389,syn-user-0281,2024-02-06T04:17:16Z,train,synthetic_combined_pattern,1.22685861,0.439486,0.519232,0.397441,1.0,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004390,syn-user-0335,2024-02-06T04:21:07Z,train,normal,0.50357809,0.158878,0.342402,0.474674,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004391,syn-user-0405,2024-02-06T04:25:41Z,train,normal,0.55607657,0.179246,0.232097,0.134769,0.958333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004392,syn-user-0333,2024-02-06T04:27:03Z,train,normal,0.37672668,0.109664,0.36341,0.211366,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004393,syn-user-0056,2024-02-06T04:28:28Z,train,synthetic_high_amount,1.12422057,0.399666,0.399654,0.665512,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004394,syn-user-0333,2024-02-06T04:30:35Z,train,synthetic_rapid_repeat,0.48192734,0.150478,0.548954,0.16318,1.0,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004395,syn-user-0406,2024-02-06T04:32:08Z,train,synthetic_high_amount,0.27658452,0.070812,0.329683,0.098944,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004396,syn-user-0056,2024-02-06T04:32:11Z,train,synthetic_rapid_repeat,0.74195217,0.251359,0.539919,0.466396,1.0,1.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004397,syn-user-0051,2024-02-06T04:32:27Z,train,normal,0.53868456,0.172498,0.297546,0.349845,0.962963,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004398,syn-user-0099,2024-02-06T04:35:28Z,train,normal,0.67150736,0.224029,0.22177,0.072568,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004399,syn-user-0249,2024-02-06T04:42:05Z,train,normal,0.49006401,0.153635,0.195297,0.164879,0.729167,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004400,syn-user-0043,2024-02-06T04:44:40Z,train,synthetic_high_amount,0.45623425,0.14051,0.322122,0.073739,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004401,syn-user-0225,2024-02-06T04:56:01Z,train,normal,1.0988191,0.389811,0.375,1.0,0.375,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004402,syn-user-0406,2024-02-06T05:01:21Z,train,normal,0.6141984,0.201795,0.455411,0.518037,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004403,syn-user-0327,2024-02-06T05:01:26Z,train,normal,0.55938826,0.180531,0.249239,0.16413,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004404,syn-user-0012,2024-02-06T05:04:49Z,train,normal,0.38206378,0.111735,0.252518,0.216727,0.4375,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004405,syn-user-0222,2024-02-06T05:06:45Z,train,normal,0.50892897,0.160954,0.136197,0.356769,0.145833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004406,syn-user-0056,2024-02-06T05:08:24Z,train,synthetic_rapid_repeat,0.54977516,0.176801,0.5015,0.671668,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004407,syn-user-0500,2024-02-06T05:11:10Z,train,normal,0.44208458,0.135021,0.29623,0.390213,0.395833,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004408,syn-user-0482,2024-02-06T05:12:50Z,train,normal,0.50841388,0.160754,0.14303,0.268434,0.3125,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004409,syn-user-0331,2024-02-06T05:13:57Z,train,normal,1.09666277,0.388975,0.273303,0.063789,0.770833,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004410,syn-user-0406,2024-02-06T05:26:57Z,train,normal,0.49219668,0.154463,0.219826,0.066087,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004411,syn-user-0109,2024-02-06T05:29:07Z,train,normal,0.36702733,0.105901,0.34821,0.160699,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004412,syn-user-0114,2024-02-06T05:30:33Z,train,synthetic_unusual_time,0.30630606,0.082343,0.203009,0.051698,0.4375,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004413,syn-user-0406,2024-02-06T05:33:11Z,train,synthetic_rapid_repeat,0.83696643,0.288221,0.717786,0.725952,1.0,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004414,syn-user-0388,2024-02-06T05:33:15Z,train,normal,0.49156829,0.154219,0.436196,0.453987,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004415,syn-user-0385,2024-02-06T05:34:12Z,train,normal,0.53283001,0.170227,0.231036,0.103452,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004416,syn-user-0461,2024-02-06T05:34:28Z,train,normal,0.60617331,0.198682,0.308769,0.584786,0.666667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004417,syn-user-0307,2024-02-06T05:37:08Z,train,normal,1.18157333,0.421917,0.42898,0.707713,0.583333,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004418,syn-user-0225,2024-02-06T05:45:06Z,train,synthetic_rapid_repeat,1.07299199,0.379791,0.333346,0.333375,0.166667,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004419,syn-user-0073,2024-02-06T05:45:56Z,train,synthetic_combined_pattern,1.50023229,0.545546,0.386579,0.722939,0.348485,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004420,syn-user-0317,2024-02-06T05:48:49Z,train,normal,0.4726852,0.146893,0.364631,0.659881,0.833333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004421,syn-user-0479,2024-02-06T05:50:38Z,train,normal,0.75150802,0.255067,0.373692,0.578972,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004422,syn-user-0423,2024-02-06T05:52:43Z,train,normal,0.59592758,0.194707,0.294043,0.313478,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004423,syn-user-0316,2024-02-06T05:54:19Z,train,normal,0.40355025,0.120071,0.313073,0.043576,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004424,syn-user-0179,2024-02-06T05:55:51Z,train,synthetic_high_amount,0.47382036,0.147333,0.25633,0.187767,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004425,syn-user-0139,2024-02-06T05:59:12Z,train,normal,0.67815046,0.226606,0.368042,0.560141,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004426,syn-user-0464,2024-02-06T06:02:08Z,train,normal,0.59887391,0.19585,0.425926,0.753085,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004427,syn-user-0475,2024-02-06T06:03:40Z,train,normal,0.27413537,0.069862,0.385954,0.360586,0.888889,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004428,syn-user-0137,2024-02-06T06:03:48Z,train,normal,0.48626491,0.152161,0.269897,0.385769,0.770833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004429,syn-user-0478,2024-02-06T06:07:06Z,train,normal,0.30032118,0.080021,0.290383,0.065164,0.854167,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004430,syn-user-0469,2024-02-06T06:17:28Z,train,normal,0.5242657,0.166904,0.342316,0.141053,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004431,syn-user-0259,2024-02-06T06:19:40Z,train,normal,0.2636252,0.065785,0.24636,0.168423,0.479167,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004432,syn-user-0167,2024-02-06T06:28:18Z,train,synthetic_high_amount,0.8995685,0.312509,0.6,1.0,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004433,syn-user-0072,2024-02-06T06:28:51Z,train,normal,0.44264057,0.135237,0.1284,0.052999,0.0625,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004434,syn-user-0129,2024-02-06T06:34:49Z,train,normal,0.66432173,0.221241,0.090365,0.217884,0.125,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004435,syn-user-0104,2024-02-06T06:46:17Z,train,normal,0.51402407,0.162931,0.302169,0.854452,0.229167,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004436,syn-user-0210,2024-02-06T06:51:16Z,train,synthetic_high_amount,1.26270798,0.453395,0.375,1.0,0.375,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004437,syn-user-0185,2024-02-06T06:55:33Z,train,normal,0.3904536,0.11499,0.288536,0.211785,0.625,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004438,syn-user-0366,2024-02-06T07:02:08Z,train,normal,0.51178883,0.162064,0.265157,0.21719,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004439,syn-user-0101,2024-02-06T07:19:48Z,train,synthetic_unusual_time,0.72165964,0.243486,0.258376,0.194587,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004440,syn-user-0076,2024-02-06T07:22:37Z,train,normal,0.30708311,0.082645,0.178567,0.136889,0.6875,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004441,syn-user-0309,2024-02-06T07:23:49Z,train,normal,0.35500442,0.101237,0.277308,0.535473,0.083333,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004442,syn-user-0309,2024-02-06T07:27:30Z,train,normal,0.61527235,0.202212,0.254229,0.131381,0.074074,1.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004443,syn-user-0444,2024-02-06T07:40:02Z,train,normal,0.6935341,0.232575,0.239464,0.770434,0.041667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004444,syn-user-0027,2024-02-06T07:43:32Z,train,normal,0.69875654,0.234601,0.090684,0.218946,0.125,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004445,syn-user-0259,2024-02-06T07:57:30Z,train,synthetic_rapid_repeat,0.47328894,0.147127,0.157727,0.352916,0.259259,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004446,syn-user-0164,2024-02-06T08:04:00Z,train,normal,0.50072527,0.157771,0.082903,0.248564,0.041667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004447,syn-user-0374,2024-02-06T08:15:46Z,train,synthetic_high_amount,0.61901942,0.203665,0.358976,0.529921,0.5,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004448,syn-user-0164,2024-02-06T08:17:28Z,train,synthetic_high_amount,2.15903861,0.80114,0.507407,1.0,0.037037,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004449,syn-user-0494,2024-02-06T08:25:23Z,train,synthetic_high_amount,0.46014535,0.142028,0.121145,0.320483,0.125,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004450,syn-user-0308,2024-02-06T08:29:50Z,train,normal,0.36194253,0.103928,0.359646,0.698821,0.25,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004451,syn-user-0119,2024-02-06T08:35:18Z,train,normal,0.48144579,0.150292,0.211374,0.357359,0.520833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004452,syn-user-0158,2024-02-06T08:40:13Z,train,normal,0.16288745,0.026702,0.298041,0.201803,0.6875,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004453,syn-user-0074,2024-02-06T08:42:03Z,train,normal,0.50041773,0.157652,0.227155,0.534962,0.333333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004454,syn-user-0356,2024-02-06T08:45:10Z,train,normal,0.4869447,0.152425,0.058817,0.071058,0.1875,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004455,syn-user-0351,2024-02-06T08:47:59Z,train,synthetic_unusual_time,0.69943323,0.234863,0.272567,0.575225,0.5,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004456,syn-user-0282,2024-02-06T08:54:42Z,train,synthetic_unusual_time,0.46204721,0.142766,0.273347,0.563934,0.520833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004457,syn-user-0138,2024-02-06T08:57:19Z,train,normal,0.41582009,0.124831,0.143786,0.284841,0.291667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004458,syn-user-0277,2024-02-06T09:08:29Z,train,normal,0.29732269,0.078858,0.233573,0.292465,0.229167,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004459,syn-user-0058,2024-02-06T09:09:23Z,train,normal,0.61388893,0.201675,0.304593,0.87642,0.208333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004460,syn-user-0337,2024-02-06T09:10:50Z,train,normal,1.06594092,0.377056,0.324875,0.332918,0.125,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004461,syn-user-0277,2024-02-06T09:18:53Z,train,synthetic_unusual_time,0.46333436,0.143265,0.070086,0.097817,0.203704,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004462,syn-user-0486,2024-02-06T09:24:45Z,train,synthetic_unusual_time,0.27315354,0.069481,0.192746,0.211932,0.645833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004463,syn-user-0090,2024-02-06T09:29:29Z,train,normal,1.04903507,0.370497,0.278173,0.232797,0.541667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004464,syn-user-0233,2024-02-06T09:30:56Z,train,normal,0.58258435,0.18953,0.281315,0.382163,0.333333,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004465,syn-user-0039,2024-02-06T09:34:49Z,train,normal,0.48592097,0.152028,0.107571,0.136348,0.333333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004466,syn-user-0484,2024-02-06T09:40:30Z,train,normal,1.21582666,0.435206,0.483085,0.568618,0.5625,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004467,syn-user-0087,2024-02-06T09:40:33Z,train,normal,0.84508936,0.291373,0.227737,0.648011,0.166667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004468,syn-user-0058,2024-02-06T09:41:53Z,train,synthetic_rapid_repeat,1.16143128,0.414103,0.389913,0.84292,0.185185,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004469,syn-user-0011,2024-02-06T09:47:14Z,train,synthetic_high_amount,0.56528941,0.18282,0.407892,0.665195,0.541667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004470,syn-user-0123,2024-02-06T09:52:51Z,train,normal,0.48641901,0.152221,0.210632,0.063219,0.958333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004471,syn-user-0415,2024-02-06T10:02:18Z,train,normal,0.32664419,0.090234,0.192357,0.26619,0.5625,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004472,syn-user-0356,2024-02-06T10:08:49Z,train,synthetic_rapid_repeat,0.39968963,0.118573,0.237711,0.347925,0.166667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004473,syn-user-0484,2024-02-06T10:17:15Z,train,normal,0.48448685,0.151471,0.328215,0.538495,0.333333,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004474,syn-user-0132,2024-02-06T10:17:47Z,train,synthetic_high_amount,0.2056705,0.0433,0.270728,0.291315,0.416667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004475,syn-user-0190,2024-02-06T10:19:55Z,train,normal,0.68276197,0.228395,0.275031,0.444548,0.708333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004476,syn-user-0484,2024-02-06T10:26:13Z,train,synthetic_rapid_repeat,0.43320018,0.131574,0.394765,0.115883,0.3,1.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004477,syn-user-0286,2024-02-06T10:26:36Z,train,normal,0.2236686,0.050283,0.232771,0.025904,0.625,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004478,syn-user-0168,2024-02-06T10:30:02Z,train,synthetic_combined_pattern,1.13963823,0.405648,0.357281,0.343715,0.270833,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004479,syn-user-0492,2024-02-06T10:31:54Z,train,synthetic_high_amount,0.42803163,0.129569,0.18205,0.217946,0.583333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004480,syn-user-0094,2024-02-06T10:35:31Z,train,normal,0.40737533,0.121555,0.056932,0.023106,0.25,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004481,syn-user-0190,2024-02-06T10:39:25Z,train,synthetic_rapid_repeat,0.52353281,0.16662,0.483727,0.859338,0.62963,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004482,syn-user-0048,2024-02-06T10:44:09Z,train,normal,0.4793435,0.149476,0.281011,0.270036,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004483,syn-user-0446,2024-02-06T10:58:31Z,train,normal,0.34650516,0.097939,0.327531,0.09177,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004484,syn-user-0487,2024-02-06T10:58:57Z,train,normal,0.41209832,0.123387,0.223439,0.369796,0.5625,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004485,syn-user-0048,2024-02-06T11:01:05Z,train,normal,0.50715906,0.160267,0.403169,0.775994,0.851852,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004486,syn-user-0323,2024-02-06T11:09:13Z,train,normal,0.44842287,0.13748,0.177204,0.215679,0.5625,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004487,syn-user-0370,2024-02-06T11:18:15Z,train,normal,0.35965126,0.10304,0.255354,0.323401,0.791667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004488,syn-user-0427,2024-02-06T11:21:38Z,train,normal,0.48881213,0.15315,0.262154,0.540513,0.5,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004489,syn-user-0375,2024-02-06T11:41:21Z,train,normal,0.22835194,0.0521,0.269954,0.024846,0.8125,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004490,syn-user-0488,2024-02-06T11:57:59Z,train,normal,0.30606807,0.082251,0.140515,0.037827,0.145833,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004491,syn-user-0237,2024-02-06T12:00:49Z,train,normal,1.08864676,0.385865,0.338615,0.337051,0.1875,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004492,syn-user-0409,2024-02-06T12:15:06Z,train,synthetic_unusual_time,0.4749257,0.147762,0.226859,0.08953,1.0,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004493,syn-user-0048,2024-02-06T12:17:49Z,train,synthetic_combined_pattern,0.59200989,0.193187,0.37535,0.517832,0.6,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004494,syn-user-0351,2024-02-06T12:22:37Z,train,normal,0.50694708,0.160185,0.173941,0.098321,0.222222,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004495,syn-user-0457,2024-02-06T12:22:49Z,train,normal,0.69211115,0.232023,0.087562,0.194653,0.145833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004496,syn-user-0034,2024-02-06T12:27:21Z,train,normal,0.36362526,0.104581,0.319748,0.676938,0.583333,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004497,syn-user-0270,2024-02-06T12:48:38Z,train,normal,0.34298113,0.096572,0.125265,0.042551,0.5625,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004498,syn-user-0094,2024-02-06T12:51:15Z,train,synthetic_unusual_time,1.20723667,0.431874,0.169201,0.156596,0.111111,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004499,syn-user-0357,2024-02-06T12:51:41Z,train,normal,0.39234697,0.115724,0.152587,0.105844,0.604167,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004500,syn-user-0069,2024-02-06T12:53:23Z,train,normal,1.3543729,0.488957,0.427481,0.577715,0.270833,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004501,syn-user-0261,2024-02-06T13:05:22Z,train,normal,1.19148647,0.425763,0.473137,0.535458,0.5625,0.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004502,syn-user-0380,2024-02-06T13:05:22Z,train,synthetic_high_amount,0.37870062,0.11043,0.367773,0.8648,0.041667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004503,syn-user-0351,2024-02-06T13:17:49Z,train,synthetic_rapid_repeat,0.55155585,0.177492,0.390472,0.723796,0.366667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004504,syn-user-0097,2024-02-06T13:20:31Z,train,normal,0.52697505,0.167955,0.168241,0.033024,0.291667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004505,syn-user-0347,2024-02-06T13:24:45Z,train,normal,0.19459915,0.039005,0.34192,0.139734,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004506,syn-user-0441,2024-02-06T13:29:12Z,train,normal,0.34122959,0.095893,0.216519,0.277285,0.166667,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004507,syn-user-0198,2024-02-06T13:29:35Z,train,normal,0.49750231,0.156521,0.232973,0.1238,0.979167,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004508,syn-user-0199,2024-02-06T13:48:58Z,train,normal,0.39025663,0.114913,0.269763,0.288097,0.916667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004509,syn-user-0164,2024-02-06T13:54:54Z,train,synthetic_unusual_time,0.45680332,0.140731,0.239468,0.220449,0.866667,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004510,syn-user-0199,2024-02-06T13:56:25Z,train,synthetic_combined_pattern,1.06288272,0.375869,0.697589,0.448753,0.814815,1.0,1.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004511,syn-user-0347,2024-02-06T14:00:37Z,train,normal,0.41686555,0.125237,0.330466,0.101555,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004512,syn-user-0499,2024-02-06T14:01:50Z,train,synthetic_unusual_time,0.42173451,0.127126,0.479757,0.59919,1.0,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004513,syn-user-0422,2024-02-06T14:04:16Z,train,synthetic_unusual_time,0.51040052,0.161525,0.291781,0.792047,0.270833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004514,syn-user-0238,2024-02-06T14:05:00Z,train,normal,0.37641106,0.109542,0.231972,0.342685,0.645833,0.0,0.0,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
syn-transaction-004515,syn-user-0339,2024-02-06T14:10:57Z,train,synthetic_unusual_time,0.58708261,0.191275,0.274022,0.496741,0.125,0.0,0.5,0.0,true,Offline synthetic scenario reference only; not real-world ground truth.
