synthetic_transaction_id,synthetic_user_id,synthetic_account_id,timestamp,amount,currency,synthetic_merchant_id,merchant_category,transaction_channel,transaction_state,scenario_label,scenario_id,is_synthetic_scenario,label_source,label_definition,dataset_type,synthetic,source_system,dataset_version,transaction_hour,day_of_week,user_historical_transaction_count_before,user_historical_average_amount_before,time_since_previous_transaction_seconds,user_historical_category_frequency_before,dataset_split,scenario_injection_reason,generator_rule
syn-transaction-003560,syn-user-0377,syn-account-0377,2024-02-02T00:30:55Z,1536.03,INR,syn-merchant-0096,travel,CARD_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-003560,True,generator_rule,A transaction generated during the documented unusual-hour window.,synthetic_research,True,SpendShield synthetic generator,v1,0,4,9,2067.24,404169,0.222222,train,A transaction generated during the documented unusual-hour window.,Use UTC hour 00-04 or 23 while retaining the user's synthetic date.
syn-transaction-003561,syn-user-0243,syn-account-0243,2024-02-02T00:40:17Z,1587.05,INR,syn-merchant-0001,bills,WALLET_SIMULATED,COMPLETED,synthetic_combined_pattern,syn-scenario-003561,True,generator_rule,"A transaction combining high amount, unusual time, and category deviation rules.",synthetic_research,True,SpendShield synthetic generator,v1,0,4,8,447.22,212263,0.0,train,"A transaction combining high amount, unusual time, and category deviation rules.","Apply the high-amount, unusual-time, and behavior-deviation generators together."
syn-transaction-003562,syn-user-0087,syn-account-0087,2024-02-02T01:49:14Z,710.95,INR,syn-merchant-0082,subscriptions,BANK_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-003562,True,generator_rule,A transaction generated during the documented unusual-hour window.,synthetic_research,True,SpendShield synthetic generator,v1,1,4,7,540.32,304698,0.0,train,A transaction generated during the documented unusual-hour window.,Use UTC hour 00-04 or 23 while retaining the user's synthetic date.
syn-transaction-003563,syn-user-0052,syn-account-0052,2024-02-02T02:36:14Z,278.94,INR,syn-merchant-0029,grocery,CARD_SIMULATED,COMPLETED,synthetic_unusual_time,syn-scenario-003563,True,generator_rule,A transaction generated during the documented unusual-hour window.,synthetic_research,True,SpendShield synthetic generator,v1,2,4,11,513.78,328258,0.272727,train,A transaction generated during the documented unusual-hour window.,Use UTC hour 00-04 or 23 while retaining the user's synthetic date.
syn-transaction-003564,syn-user-0217,syn-account-0217,2024-02-02T06:12:52Z,788.47,INR,syn-merchant-0042,healthcare,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003564,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,4,6,1241.61,771658,0.833333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003565,syn-user-0409,syn-account-0409,2024-02-02T06:14:53Z,1043.99,INR,syn-merchant-0039,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003565,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,4,6,2222.48,680513,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003566,syn-user-0327,syn-account-0327,2024-02-02T06:17:18Z,1233.02,INR,syn-merchant-0084,travel,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003566,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,4,9,1302.45,152443,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003567,syn-user-0466,syn-account-0466,2024-02-02T06:25:48Z,911.76,INR,syn-merchant-0050,education,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003567,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,6,4,8,1818.77,85590,0.375,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003568,syn-user-0098,syn-account-0098,2024-02-02T07:02:16Z,964.70,INR,syn-merchant-0090,healthcare,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003568,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,5,1021.16,521313,0.2,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003569,syn-user-0046,syn-account-0046,2024-02-02T07:02:27Z,159.35,INR,syn-merchant-0027,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003569,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,8,399.93,262827,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003570,syn-user-0433,syn-account-0433,2024-02-02T07:26:38Z,704.37,INR,syn-merchant-0021,shopping,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003570,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,6,2201.71,1025539,0.166667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003571,syn-user-0362,syn-account-0362,2024-02-02T07:28:08Z,658.39,INR,syn-merchant-0048,travel,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003571,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,10,928.62,174131,0.1,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003572,syn-user-0308,syn-account-0308,2024-02-02T07:29:41Z,675.40,INR,syn-merchant-0084,travel,QR_SIMULATED,COMPLETED,normal,syn-scenario-003572,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,11,1232.85,177743,0.636364,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003573,syn-user-0064,syn-account-0064,2024-02-02T07:34:51Z,1019.74,INR,syn-merchant-0056,other,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003573,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,8,1103.44,90098,0.25,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003574,syn-user-0150,syn-account-0150,2024-02-02T07:48:41Z,797.38,INR,syn-merchant-0011,transport,QR_SIMULATED,COMPLETED,normal,syn-scenario-003574,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,7,4,6,586.70,174631,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003575,syn-user-0253,syn-account-0253,2024-02-02T08:10:57Z,235.12,INR,syn-merchant-0045,shopping,QR_SIMULATED,COMPLETED,normal,syn-scenario-003575,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,4,6,334.39,689763,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003576,syn-user-0253,syn-account-0253,2024-02-02T08:12:12Z,447.55,INR,syn-merchant-0045,shopping,CARD_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-003576,True,generator_rule,A generated transaction placed shortly after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v1,8,4,7,320.21,75,0.428571,train,A generated transaction placed shortly after the same user's prior activity.,Place the transaction 1-10 minutes after the prior synthetic user event and usually reuse its merchant.
syn-transaction-003577,syn-user-0091,syn-account-0091,2024-02-02T08:23:32Z,399.76,INR,syn-merchant-0099,entertainment,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003577,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,4,2,445.41,782549,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003578,syn-user-0414,syn-account-0414,2024-02-02T08:28:15Z,659.12,INR,syn-merchant-0080,other,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003578,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,8,4,6,1291.70,101860,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003579,syn-user-0255,syn-account-0255,2024-02-02T09:00:47Z,854.21,INR,syn-merchant-0028,food,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003579,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,8,1482.41,243174,0.375,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003580,syn-user-0278,syn-account-0278,2024-02-02T09:02:49Z,346.82,INR,syn-merchant-0084,travel,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003580,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,6,274.38,955160,0.666667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003581,syn-user-0118,syn-account-0118,2024-02-02T09:09:13Z,863.46,INR,syn-merchant-0084,travel,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003581,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,7,1183.40,961507,0.142857,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003582,syn-user-0281,syn-account-0281,2024-02-02T09:15:55Z,842.53,INR,syn-merchant-0083,transport,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003582,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,7,1086.48,264695,0.142857,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003583,syn-user-0277,syn-account-0277,2024-02-02T09:29:34Z,328.11,INR,syn-merchant-0092,other,QR_SIMULATED,COMPLETED,normal,syn-scenario-003583,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,8,967.53,424775,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003584,syn-user-0078,syn-account-0078,2024-02-02T09:31:33Z,293.38,INR,syn-merchant-0090,healthcare,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003584,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,9,580.83,87043,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003585,syn-user-0447,syn-account-0447,2024-02-02T09:33:27Z,552.91,INR,syn-merchant-0051,entertainment,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003585,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,9,767.27,82195,0.555556,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003586,syn-user-0381,syn-account-0381,2024-02-02T09:46:12Z,1015.62,INR,syn-merchant-0065,grocery,QR_SIMULATED,COMPLETED,synthetic_high_amount,syn-scenario-003586,True,generator_rule,An amount intentionally increased relative to the synthetic user's ordinary range.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,6,177.30,1130898,0.5,train,An amount intentionally increased relative to the synthetic user's ordinary range.,Multiply the user's ordinary amount draw by a controlled factor.
syn-transaction-003587,syn-user-0158,syn-account-0158,2024-02-02T09:51:37Z,675.87,INR,syn-merchant-0041,grocery,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003587,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,6,931.38,186663,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003588,syn-user-0481,syn-account-0481,2024-02-02T09:59:16Z,835.13,INR,syn-merchant-0022,subscriptions,BANK_SIMULATED,COMPLETED,synthetic_behavior_deviation,syn-scenario-003588,True,generator_rule,A transaction generated in a less-preferred synthetic category or merchant pattern.,synthetic_research,True,SpendShield synthetic generator,v1,9,4,6,766.55,185761,0.166667,train,A transaction generated in a less-preferred synthetic category or merchant pattern.,Choose a category outside the user's preferred category set.
syn-transaction-003589,syn-user-0390,syn-account-0390,2024-02-02T10:23:40Z,377.01,INR,syn-merchant-0036,travel,QR_SIMULATED,COMPLETED,normal,syn-scenario-003589,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,6,395.11,78552,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003590,syn-user-0461,syn-account-0461,2024-02-02T10:24:15Z,904.39,INR,syn-merchant-0041,grocery,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003590,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,5,1313.14,343766,0.2,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003591,syn-user-0318,syn-account-0318,2024-02-02T10:28:53Z,1166.19,INR,syn-merchant-0030,healthcare,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003591,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,7,927.76,89478,0.142857,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003592,syn-user-0051,syn-account-0051,2024-02-02T10:29:31Z,684.98,INR,syn-merchant-0038,education,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003592,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,4,416.65,272274,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003593,syn-user-0086,syn-account-0086,2024-02-02T10:47:01Z,763.62,INR,syn-merchant-0054,healthcare,QR_SIMULATED,COMPLETED,normal,syn-scenario-003593,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,7,2104.50,286532,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003594,syn-user-0445,syn-account-0445,2024-02-02T10:50:03Z,660.27,INR,syn-merchant-0057,shopping,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003594,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,7,2056.29,868592,0.714286,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003595,syn-user-0395,syn-account-0395,2024-02-02T10:51:23Z,757.21,INR,syn-merchant-0072,travel,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003595,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,8,791.22,527080,0.125,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003596,syn-user-0108,syn-account-0108,2024-02-02T10:51:46Z,1481.10,INR,syn-merchant-0082,subscriptions,QR_SIMULATED,COMPLETED,normal,syn-scenario-003596,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,10,4,6,938.77,774599,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003597,syn-user-0042,syn-account-0042,2024-02-02T11:03:06Z,897.71,INR,syn-merchant-0052,food,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003597,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,9,814.59,86760,0.555556,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003598,syn-user-0264,syn-account-0264,2024-02-02T11:06:15Z,733.73,INR,syn-merchant-0004,food,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003598,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,7,1517.77,83052,0.428571,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003599,syn-user-0042,syn-account-0042,2024-02-02T11:10:45Z,646.99,INR,syn-merchant-0052,food,WALLET_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-003599,True,generator_rule,A generated transaction placed shortly after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,10,822.90,459,0.6,train,A generated transaction placed shortly after the same user's prior activity.,Place the transaction 1-10 minutes after the prior synthetic user event and usually reuse its merchant.
syn-transaction-003600,syn-user-0260,syn-account-0260,2024-02-02T11:15:12Z,562.22,INR,syn-merchant-0053,grocery,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003600,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,7,2088.01,80212,0.857143,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003601,syn-user-0448,syn-account-0448,2024-02-02T11:22:54Z,560.27,INR,syn-merchant-0027,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003601,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,5,1122.56,81755,0.2,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003602,syn-user-0274,syn-account-0274,2024-02-02T11:45:03Z,864.53,INR,syn-merchant-0086,education,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003602,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,10,1372.69,174537,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003603,syn-user-0053,syn-account-0053,2024-02-02T11:47:49Z,1181.13,INR,syn-merchant-0082,subscriptions,QR_SIMULATED,COMPLETED,normal,syn-scenario-003603,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,12,934.67,201325,0.416667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003604,syn-user-0355,syn-account-0355,2024-02-02T11:48:37Z,1418.81,INR,syn-merchant-0057,shopping,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003604,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,7,1201.01,526693,0.142857,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003605,syn-user-0134,syn-account-0134,2024-02-02T11:50:25Z,277.16,INR,syn-merchant-0072,travel,QR_SIMULATED,COMPLETED,normal,syn-scenario-003605,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,9,553.53,95945,0.555556,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003606,syn-user-0163,syn-account-0163,2024-02-02T11:53:16Z,577.80,INR,syn-merchant-0024,travel,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003606,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,7,399.97,169469,0.285714,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003607,syn-user-0493,syn-account-0493,2024-02-02T11:58:46Z,474.00,INR,syn-merchant-0081,shopping,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003607,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,11,4,4,355.13,782384,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003608,syn-user-0030,syn-account-0030,2024-02-02T12:38:04Z,2085.50,INR,syn-merchant-0075,entertainment,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003608,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,4,7,1249.57,71703,0.428571,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003609,syn-user-0307,syn-account-0307,2024-02-02T12:39:35Z,533.14,INR,syn-merchant-0039,entertainment,QR_SIMULATED,COMPLETED,normal,syn-scenario-003609,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,4,6,478.59,78360,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003610,syn-user-0259,syn-account-0259,2024-02-02T12:47:48Z,1474.76,INR,syn-merchant-0097,bills,QR_SIMULATED,COMPLETED,normal,syn-scenario-003610,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,4,7,1079.96,527169,0.428571,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003611,syn-user-0058,syn-account-0058,2024-02-02T12:52:19Z,784.28,INR,syn-merchant-0028,food,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003611,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,4,5,1171.51,174791,0.4,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003612,syn-user-0470,syn-account-0470,2024-02-02T12:53:27Z,252.19,INR,syn-merchant-0014,education,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003612,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,12,4,7,556.52,121616,0.428571,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003613,syn-user-0259,syn-account-0259,2024-02-02T12:53:31Z,666.58,INR,syn-merchant-0019,home,QR_SIMULATED,COMPLETED,synthetic_rapid_repeat,syn-scenario-003613,True,generator_rule,A generated transaction placed shortly after the same user's prior activity.,synthetic_research,True,SpendShield synthetic generator,v1,12,4,8,1129.31,343,0.25,train,A generated transaction placed shortly after the same user's prior activity.,Place the transaction 1-10 minutes after the prior synthetic user event and usually reuse its merchant.
syn-transaction-003614,syn-user-0434,syn-account-0434,2024-02-02T13:01:18Z,228.75,INR,syn-merchant-0017,grocery,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003614,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,4,9,326.24,871189,0.333333,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003615,syn-user-0212,syn-account-0212,2024-02-02T13:01:38Z,676.48,INR,syn-merchant-0079,home,BANK_SIMULATED,COMPLETED,normal,syn-scenario-003615,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,4,6,838.75,436957,0.5,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003616,syn-user-0152,syn-account-0152,2024-02-02T13:23:01Z,705.67,INR,syn-merchant-0062,education,CARD_SIMULATED,COMPLETED,normal,syn-scenario-003616,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,4,5,1306.75,603272,0.2,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003617,syn-user-0198,syn-account-0198,2024-02-02T13:24:16Z,1388.14,INR,syn-merchant-0092,other,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003617,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,4,7,1459.01,1080865,0.714286,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003618,syn-user-0016,syn-account-0016,2024-02-02T13:33:22Z,393.09,INR,syn-merchant-0070,subscriptions,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003618,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,4,2,1055.10,1130126,0.0,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003619,syn-user-0266,syn-account-0266,2024-02-02T13:48:33Z,293.35,INR,syn-merchant-0095,transport,WALLET_SIMULATED,COMPLETED,normal,syn-scenario-003619,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,13,4,7,392.50,515775,0.428571,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003620,syn-user-0317,syn-account-0317,2024-02-02T14:06:10Z,1017.61,INR,syn-merchant-0049,bills,QR_SIMULATED,COMPLETED,normal,syn-scenario-003620,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,14,4,6,954.62,95432,0.166667,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
syn-transaction-003621,syn-user-0166,syn-account-0166,2024-02-02T14:16:04Z,564.07,INR,syn-merchant-0017,grocery,QR_SIMULATED,COMPLETED,normal,syn-scenario-003621,True,generator_rule,A generated transaction using the user's ordinary synthetic behavior.,synthetic_research,True,SpendShield synthetic generator,v1,14,4,5,1624.92,182350,0.6,train,A generated transaction using the user's ordinary synthetic behavior.,"Preferred category/merchant, typical hour, and ordinary amount draw."
